nameWithOwner,createdAt,updatedAt,primaryLanguage,mergedPullRequests,releases,totalIssues,closedIssues,collectedAt,stargazerCount
discourse/discourse,2013-01-12T00:25:55Z,2026-08-27T17:59:48Z,Ruby,37417,1,0,0,2026-08-27T18:41:57.584741736Z,47739
GitHubDaily/GitHubDaily,2018-12-30T13:56:58Z,2026-08-27T16:10:13Z,,3,0,982,197,2026-08-27T18:41:57.584741736Z,47720
minimaxir/big-list-of-naughty-strings,2015-08-08T20:57:20Z,2026-08-26T20:57:37Z,Python,89,0,101,32,2026-08-27T18:41:57.584741736Z,47712
oobabooga/textgen,2022-12-21T04:17:37Z,2026-08-27T15:27:29Z,Python,1273,113,4200,3397,2026-08-27T18:41:57.584741736Z,47588
prisma/orm,2019-06-20T13:33:47Z,2026-08-27T16:49:54Z,TypeScript,7089,259,12031,9561,2026-08-27T18:41:57.584741736Z,47566
acmesh-official/acme.sh,2015-12-26T12:56:33Z,2026-08-27T14:27:26Z,Shell,1629,48,3712,3667,2026-08-27T18:41:57.584741736Z,47547
jeecgboot/JeecgBoot,2018-11-26T10:40:00Z,2026-08-27T17:24:03Z,Java,133,66,8512,8489,2026-08-27T18:41:57.584741736Z,47497
nvm-windows/nvm,2014-09-20T16:37:28Z,2026-08-27T16:49:20Z,Go,108,23,970,910,2026-08-27T18:41:57.584741736Z,47484
HKUDS/nanobot,2026-02-01T07:16:15Z,2026-08-27T18:18:28Z,Python,1584,19,1470,1264,2026-08-27T18:41:57.584741736Z,47465
dypsilon/frontend-dev-bookmarks,2013-06-22T13:23:55Z,2026-08-27T18:07:36Z,,129,1,117,82,2026-08-27T18:41:57.584741736Z,47419
kepano/obsidian-skills,2026-01-02T21:45:11Z,2026-08-27T18:24:59Z,,16,0,47,20,2026-08-27T18:41:57.584741736Z,47376
slab/quill,2012-07-30T23:23:18Z,2026-08-27T13:51:24Z,TypeScript,382,95,3848,3270,2026-08-27T18:41:57.584741736Z,47320
KeygraphHQ/shannon,2025-09-27T01:51:47Z,2026-08-27T17:39:22Z,TypeScript,132,22,140,124,2026-08-27T18:41:57.584741736Z,47251
elder-plinius/CL4R1T4S,2025-03-04T20:03:16Z,2026-08-27T18:16:41Z,,0,0,78,8,2026-08-27T18:41:57.584741736Z,47179
exo-explore/exo,2024-06-24T18:36:22Z,2026-08-27T18:11:12Z,Python,771,16,932,740,2026-08-27T18:41:57.584741736Z,47099
typescript-cheatsheets/react,2018-06-02T04:08:16Z,2026-08-27T16:50:11Z,TypeScript,387,0,225,225,2026-08-27T18:41:57.584741736Z,47098
lysine-dev/okhttp,2012-07-23T13:42:55Z,2026-08-27T14:28:00Z,Kotlin,4179,0,4307,4215,2026-08-27T18:41:57.584741736Z,47055
gedoor/legado,2019-05-22T04:18:58Z,2026-08-27T15:52:03Z,Kotlin,0,0,0,0,2026-08-27T18:41:57.584741736Z,47039
v2ray/v2ray-core,2015-09-04T11:42:53Z,2026-08-27T17:05:04Z,Go,203,247,2600,2597,2026-08-27T18:41:57.584741736Z,46929
serverless/serverless,2015-04-21T03:48:40Z,2026-08-27T16:02:24Z,JavaScript,5151,495,6634,5526,2026-08-27T18:41:57.584741736Z,46919
hiroi-sora/Umi-OCR,2022-03-28T04:01:46Z,2026-08-27T18:04:04Z,Python,58,31,871,518,2026-08-27T18:41:57.584741736Z,46908
SimplifyJobs/Summer2027-Internships,2020-05-23T20:53:18Z,2026-08-27T18:18:53Z,Python,1675,0,7662,7568,2026-08-27T18:41:57.584741736Z,46859
Asabeneh/30-Days-Of-JavaScript,2019-12-23T14:07:40Z,2026-08-27T17:54:22Z,JavaScript,101,0,180,62,2026-08-27T18:41:57.584741736Z,46742
zhayujie/CowAgent,2022-08-07T08:33:41Z,2026-08-27T16:20:37Z,Python,416,81,2192,2173,2026-08-27T18:41:57.584741736Z,46707
apache/airflow,2015-04-13T18:04:58Z,2026-08-27T17:41:36Z,Python,39871,126,15058,13959,2026-08-27T18:41:57.584741736Z,46621
QuantumNous/new-api,2023-11-10T19:33:36Z,2026-08-27T18:16:28Z,Go,1288,513,3385,2649,2026-08-27T18:41:57.584741736Z,46604
microsoft/monaco-editor,2016-06-07T16:56:31Z,2026-08-27T17:24:07Z,JavaScript,672,189,4018,3244,2026-08-27T18:41:57.584741736Z,46601
usebruno/bruno,2022-09-27T20:51:45Z,2026-08-27T17:36:14Z,JavaScript,2705,172,4404,3098,2026-08-27T18:41:57.584741736Z,46583
9001/copyparty,2019-05-26T15:28:33Z,2026-08-27T16:48:55Z,Python,211,346,1006,785,2026-08-27T18:41:57.584741736Z,46419
LeCoupa/awesome-cheatsheets,2017-11-09T02:47:15Z,2026-08-27T16:48:40Z,JavaScript,175,0,102,61,2026-08-27T18:41:57.584741736Z,46408
DavidHDev/react-bits,2024-08-06T06:54:54Z,2026-08-27T18:10:29Z,JavaScript,214,0,531,528,2026-08-27T18:41:57.584741736Z,46256
docker/awesome-compose,2020-02-13T08:51:42Z,2026-08-27T18:18:41Z,HTML,153,0,153,47,2026-08-27T18:41:57.584741736Z,46177
iina/iina,2016-12-19T07:18:45Z,2026-08-27T15:00:11Z,Swift,1029,51,4516,2689,2026-08-27T18:41:57.584741736Z,46104
ziishaned/learn-regex,2017-07-22T12:21:03Z,2026-08-27T14:26:20Z,,132,0,87,36,2026-08-27T18:41:57.584741736Z,46083
jgm/pandoc,2010-03-20T20:34:23Z,2026-08-27T16:46:11Z,Haskell,1802,158,8344,7387,2026-08-27T18:41:57.584741736Z,46043
RocketChat/Rocket.Chat,2015-05-19T07:36:09Z,2026-08-27T16:42:22Z,TypeScript,16966,1000,17115,14618,2026-08-27T18:41:57.584741736Z,46035
cli/cli,2019-10-03T15:24:53Z,2026-08-27T17:41:26Z,Go,3178,201,6354,5349,2026-08-27T18:41:57.584741736Z,46023
siyuan-note/siyuan,2020-08-30T09:21:35Z,2026-08-27T17:25:31Z,TypeScript,956,951,17711,17657,2026-08-27T18:41:57.584741736Z,46009
coqui-ai/TTS,2020-05-20T15:45:28Z,2026-08-27T15:49:42Z,Python,467,98,1242,1240,2026-08-27T18:41:57.584741736Z,45960
helix-editor/helix,2020-06-01T04:26:56Z,2026-08-27T17:44:42Z,Rust,4875,30,5950,4856,2026-08-27T18:41:57.584741736Z,45940
abhigyanpatwari/GitNexus,2025-08-02T23:20:31Z,2026-08-27T18:17:40Z,TypeScript,1283,0,1184,909,2026-08-27T18:41:57.584741736Z,45904
DIYgod/RSSHub,2018-04-02T14:43:21Z,2026-08-27T16:00:45Z,TypeScript,13211,0,6413,6098,2026-08-27T18:41:57.584741736Z,45903
zhongyang219/TrafficMonitor,2017-07-30T02:51:17Z,2026-08-27T14:59:41Z,C++,79,27,2072,741,2026-08-27T18:41:57.584741736Z,45894
coreyhaines31/marketingskills,2026-01-15T19:45:23Z,2026-08-27T18:18:41Z,JavaScript,223,44,178,138,2026-08-27T18:41:57.584741736Z,45854
milvus-io/milvus,2019-09-16T06:43:43Z,2026-08-27T18:00:33Z,Go,27089,170,16726,15780,2026-08-27T18:41:57.584741736Z,45831
karanpratapsingh/system-design,2022-08-15T18:59:54Z,2026-08-27T18:25:05Z,,14,0,25,21,2026-08-27T18:41:57.584741736Z,45814
android/architecture-samples,2016-02-05T13:42:07Z,2026-08-27T18:09:54Z,Kotlin,233,0,497,350,2026-08-27T18:41:57.584741736Z,45804
google/zx,2021-05-05T05:50:01Z,2026-08-27T12:35:24Z,JavaScript,617,100,520,500,2026-08-27T18:41:57.584741736Z,45706
streamlit/streamlit,2019-08-24T00:14:52Z,2026-08-27T17:18:57Z,Python,8439,126,6061,5076,2026-08-27T18:41:57.584741736Z,45623
ColorlibHQ/AdminLTE,2013-12-25T02:52:40Z,2026-08-27T09:21:31Z,Astro,1583,100,2934,2934,2026-08-27T18:41:57.584741736Z,45560
sickn33/agentic-awesome-skills,2026-01-14T17:48:09Z,2026-08-27T18:23:58Z,Python,821,192,166,165,2026-08-27T18:41:57.584741736Z,45536
Leaflet/Leaflet,2010-09-22T16:57:44Z,2026-08-27T08:03:51Z,JavaScript,3327,34,5363,4963,2026-08-27T18:41:57.584741736Z,45525
jestjs/jest,2013-12-10T00:18:04Z,2026-08-27T15:57:53Z,TypeScript,5979,217,8222,8082,2026-08-27T18:41:57.584741736Z,45475
MHSanaei/3x-ui,2023-02-09T19:16:57Z,2026-08-27T18:12:21Z,Go,1058,125,4309,4194,2026-08-27T18:41:57.584741736Z,45435
isocpp/CppCoreGuidelines,2015-08-19T20:22:52Z,2026-08-27T16:21:04Z,CSS,830,4,1238,1001,2026-08-27T18:41:57.584741736Z,45278
grpc/grpc,2014-12-08T18:58:53Z,2026-08-27T12:07:57Z,C++,20880,377,12020,11370,2026-08-27T18:41:57.584741736Z,45267
fastapi/full-stack-fastapi-template,2019-02-23T15:08:34Z,2026-08-27T18:26:00Z,TypeScript,733,15,441,441,2026-08-27T18:41:57.584741736Z,45201
GitSquared/edex-ui,2017-01-28T09:35:02Z,2026-08-27T18:04:10Z,JavaScript,399,29,559,553,2026-08-27T18:41:57.584741736Z,45055
pyenv/pyenv,2012-08-31T06:57:52Z,2026-08-27T16:47:39Z,Shell,1116,165,1910,1859,2026-08-27T18:41:57.584741736Z,45050
DataTalksClub/data-engineering-zoomcamp,2021-10-21T09:32:50Z,2026-08-27T16:34:28Z,Jupyter Notebook,462,0,146,146,2026-08-27T18:41:57.584741736Z,45024
react-hook-form/react-hook-form,2019-03-05T23:47:10Z,2026-08-27T17:50:32Z,TypeScript,2325,619,5007,5006,2026-08-27T18:41:57.584741736Z,44841
mitmproxy/mitmproxy,2010-02-16T04:10:13Z,2026-08-27T15:48:13Z,Python,2848,81,3693,3324,2026-08-27T18:41:57.584741736Z,44827
meteor/meteor,2012-01-19T01:58:17Z,2026-08-27T14:48:07Z,JavaScript,2934,0,9332,9135,2026-08-27T18:41:57.584741736Z,44813
vnpy/vnpy,2015-03-02T03:36:58Z,2026-08-27T17:44:53Z,Python,1077,67,2187,2171,2026-08-27T18:41:57.584741736Z,44806
files-community/Files,2019-01-04T18:19:14Z,2026-08-27T16:52:14Z,C#,5798,141,11362,10918,2026-08-27T18:41:57.584741736Z,44786
sudheerj/reactjs-interview-questions,2018-05-31T17:17:01Z,2026-08-27T17:10:41Z,JavaScript,170,0,113,110,2026-08-27T18:41:57.584741736Z,44758
vercel/hyper,2016-07-01T06:01:21Z,2026-08-27T08:22:06Z,TypeScript,3293,88,3825,2882,2026-08-27T18:41:57.584741736Z,44706
logseq/logseq,2020-05-23T00:06:06Z,2026-08-27T17:57:14Z,Clojure,3419,153,8217,7360,2026-08-27T18:41:57.584741736Z,44655
paperless-ngx/paperless-ngx,2022-02-12T21:56:52Z,2026-08-27T18:14:33Z,Python,3583,157,2665,2663,2026-08-27T18:41:57.584741736Z,44650
getsentry/sentry,2010-08-30T22:06:41Z,2026-08-27T18:09:43Z,Python,91622,176,17277,15489,2026-08-27T18:41:57.584741736Z,44630
charmbracelet/bubbletea,2020-01-10T21:04:03Z,2026-08-27T17:07:19Z,Go,709,80,447,339,2026-08-27T18:41:57.584741736Z,44599
spf13/cobra,2013-09-03T20:40:26Z,2026-08-27T14:13:22Z,Go,631,27,1255,1001,2026-08-27T18:41:57.584741736Z,44524
NaiboWang/EasySpider,2020-07-18T02:41:27Z,2026-08-27T15:05:34Z,JavaScript,47,11,766,497,2026-08-27T18:41:57.584741736Z,44456
payloadcms/payload,2021-01-05T18:49:45Z,2026-08-27T18:21:54Z,TypeScript,7730,574,4768,4342,2026-08-27T18:41:57.584741736Z,44434
AykutSarac/jsoncrack.com,2022-01-30T15:25:18Z,2026-08-27T17:12:05Z,TypeScript,91,23,289,260,2026-08-27T18:41:57.584741736Z,44336
sharkdp/fd,2017-05-09T21:27:10Z,2026-08-27T17:41:19Z,Rust,776,45,984,854,2026-08-27T18:41:57.584741736Z,44218
janhq/jan,2023-08-17T02:17:10Z,2026-08-27T17:03:04Z,TypeScript,3833,104,3839,3446,2026-08-27T18:41:57.584741736Z,44210
zen-browser/desktop,2024-03-28T00:05:55Z,2026-08-27T16:46:01Z,C++,1239,186,9732,9140,2026-08-27T18:41:57.584741736Z,44120
Kong/kong,2014-11-17T23:56:08Z,2026-08-27T15:50:30Z,Lua,6532,147,4615,4539,2026-08-27T18:41:57.584741736Z,44049
streamich/react-use,2018-10-27T10:16:05Z,2026-08-27T16:46:06Z,TypeScript,1534,257,614,247,2026-08-27T18:41:57.584741736Z,44022
parcel-bundler/parcel,2017-08-07T16:36:47Z,2026-08-27T01:32:31Z,JavaScript,2600,52,5539,5080,2026-08-27T18:41:57.584741736Z,44021
yangshun/front-end-interview-handbook,2018-01-13T19:40:08Z,2026-08-27T17:53:22Z,JavaScript,356,0,103,92,2026-08-27T18:41:57.584741736Z,43994
babel/babel,2014-09-28T13:38:23Z,2026-08-27T12:13:14Z,TypeScript,6745,468,9118,8521,2026-08-27T18:41:57.584741736Z,43987
Imbad0202/academic-research-skills,2026-02-26T06:31:01Z,2026-08-27T18:24:55Z,Python,419,41,319,302,2026-08-27T18:41:57.584741736Z,43947
lysine-dev/retrofit,2010-09-06T21:39:43Z,2026-08-27T18:20:57Z,Java,1389,4,2775,2648,2026-08-27T18:41:57.584741736Z,43936
astaxie/build-web-application-with-golang,2012-08-02T11:49:35Z,2026-08-27T08:52:44Z,Go,757,0,306,182,2026-08-27T18:41:57.584741736Z,43907
apache/spark,2014-02-25T08:00:08Z,2026-08-27T18:01:29Z,Scala,8,0,102,64,2026-08-27T18:41:57.584741736Z,43889
DataExpert-io/data-engineer-handbook,2023-11-19T19:47:41Z,2026-08-27T17:39:02Z,Jupyter Notebook,181,0,107,82,2026-08-27T18:41:57.584741736Z,43878
ccxt/ccxt,2017-05-14T15:41:56Z,2026-08-27T16:32:45Z,Python,15686,250,11551,11322,2026-08-27T18:41:57.584741736Z,43770
aymericdamien/TensorFlow-Examples,2015-11-11T14:21:19Z,2026-08-26T01:34:30Z,Jupyter Notebook,88,0,239,71,2026-08-27T18:41:57.584741736Z,43735
ray-project/ray,2016-10-25T19:38:30Z,2026-08-27T18:16:23Z,Python,32240,129,22991,20104,2026-08-27T18:41:57.584741736Z,43623
danielmiessler/Fabric,2024-01-03T23:18:31Z,2026-08-27T17:59:55Z,Go,646,423,862,830,2026-08-27T18:41:57.584741736Z,43541
colinhacks/zod,2020-03-07T20:59:08Z,2026-08-27T16:59:38Z,TypeScript,1182,205,3157,3101,2026-08-27T18:41:57.584741736Z,43540
juspay/hyperswitch,2022-10-17T11:18:28Z,2026-08-27T17:48:22Z,Rust,7653,159,4209,2870,2026-08-27T18:41:57.584741736Z,43538
gradio-app/gradio,2018-12-19T08:24:04Z,2026-08-27T17:48:59Z,Python,5746,1000,6723,6571,2026-08-27T18:41:57.584741736Z,43432
Light-City/CPlusPlusThings,2019-07-14T08:45:45Z,2026-08-27T17:40:03Z,C++,78,0,231,223,2026-08-27T18:41:57.584741736Z,43390
ziglang/zig,2015-08-06T00:51:28Z,2026-08-27T16:48:39Z,Zig,9540,21,13522,10804,2026-08-27T18:41:57.584741736Z,43301
alex/what-happens-when,2013-11-07T04:30:06Z,2026-08-27T09:09:11Z,,108,0,301,54,2026-08-27T18:41:57.584741736Z,43300
Unitech/pm2,2013-05-21T03:25:25Z,2026-08-27T13:16:40Z,JavaScript,558,139,5147,4137,2026-08-27T18:41:57.584741736Z,43283
HeyPuter/puter,2024-03-03T01:44:32Z,2026-08-27T15:50:59Z,TypeScript,2062,23,1231,1221,2026-08-27T18:41:57.584741736Z,43282
mifi/lossless-cut,2016-10-30T10:49:56Z,2026-08-27T18:07:27Z,TypeScript,269,106,1926,1643,2026-08-27T18:41:57.584741736Z,43241
juanfont/headscale,2020-06-21T09:21:05Z,2026-08-27T18:26:36Z,Go,1352,140,1343,1260,2026-08-27T18:41:57.584741736Z,43231
zbezj/HEU_KMS_Activator,2019-06-23T00:49:35Z,2026-08-27T18:07:18Z,,0,54,207,32,2026-08-27T18:41:57.584741736Z,43208
FuelLabs/fuels-rs,2021-10-31T22:33:54Z,2026-08-26T16:21:18Z,Rust,915,121,664,613,2026-08-27T18:41:57.584741736Z,43050
deepspeedai/DeepSpeed,2020-01-23T18:35:18Z,2026-08-27T18:06:13Z,Python,3208,115,3376,2210,2026-08-27T18:41:57.584741736Z,43010
FuelLabs/fuels-ts,2021-09-03T18:11:03Z,2026-08-26T16:21:18Z,TypeScript,1979,156,1457,1400,2026-08-27T18:41:57.584741736Z,43010
faif/python-patterns,2012-06-06T21:02:35Z,2026-08-27T15:35:53Z,Python,293,0,97,88,2026-08-27T18:41:57.584741736Z,42948
heygen-com/hyperframes,2026-03-10T01:51:06Z,2026-08-27T18:01:50Z,TypeScript,2270,366,326,276,2026-08-27T18:41:57.584741736Z,42859
bojieli/ai-agent-book,2025-09-09T02:41:44Z,2026-08-27T18:23:12Z,Python,800,1,188,178,2026-08-27T18:41:57.584741736Z,42771
curl/curl,2010-03-18T22:32:22Z,2026-08-27T18:04:17Z,C,211,97,5558,5552,2026-08-27T18:41:57.584741736Z,42697
k88hudson/git-flight-rules,2014-07-22T20:35:09Z,2026-08-26T16:02:47Z,,227,0,73,59,2026-08-27T18:41:57.584741736Z,42599
mingrammer/diagrams,2020-02-02T15:23:24Z,2026-08-27T12:53:32Z,Python,360,46,547,231,2026-08-27T18:41:57.584741736Z,42557
danny-avila/LibreChat,2023-02-12T01:06:52Z,2026-08-27T18:09:12Z,TypeScript,4281,94,4944,4578,2026-08-27T18:41:57.584741736Z,42528
apachecn/ailearning,2017-02-25T08:53:02Z,2026-08-27T14:39:59Z,Python,478,2,118,114,2026-08-27T18:41:57.584741736Z,42492
Alamofire/Alamofire,2014-07-31T05:56:19Z,2026-08-27T07:55:29Z,Swift,674,106,2819,2788,2026-08-27T18:41:57.584741736Z,42423
imputnet/cobalt,2022-07-08T18:12:55Z,2026-08-27T18:02:12Z,Svelte,252,0,1032,805,2026-08-27T18:41:57.584741736Z,42288
saadeghi/daisyui,2020-11-28T22:57:27Z,2026-08-27T16:29:40Z,JavaScript,618,231,2202,2187,2026-08-27T18:41:57.584741736Z,42216
666ghj/BettaFish,2024-07-01T13:11:38Z,2026-08-27T15:37:10Z,Python,121,6,442,441,2026-08-27T18:41:57.584741736Z,42093
fastlane/fastlane,2014-12-02T17:00:38Z,2026-08-27T18:25:31Z,Ruby,6484,568,13307,12787,2026-08-27T18:41:57.584741736Z,42033
LC044/WeChatMsg,2023-01-11T05:03:49Z,2026-08-27T17:53:58Z,,62,0,0,0,2026-08-27T18:41:57.584741736Z,42003
agno-agi/agno,2022-05-04T15:23:02Z,2026-08-27T17:57:36Z,Python,3733,237,2781,2153,2026-08-27T18:41:57.584741736Z,41941
nolimits4web/swiper,2012-03-14T19:11:45Z,2026-08-27T15:07:57Z,TypeScript,630,104,5832,5606,2026-08-27T18:41:57.584741736Z,41896
freefq/free,2020-06-07T02:48:33Z,2026-08-27T15:24:58Z,,0,0,899,296,2026-08-27T18:41:57.584741736Z,41872
aria2/aria2,2010-11-27T09:41:48Z,2026-08-27T17:30:54Z,C++,258,24,1940,829,2026-08-27T18:41:57.584741736Z,41843
amruthpillai/reactive-resume,2020-03-25T14:08:22Z,2026-08-27T18:15:43Z,TypeScript,945,138,2165,2056,2026-08-27T18:41:57.584741736Z,41837
psf/black,2018-03-14T19:54:45Z,2026-08-27T17:45:14Z,Python,1894,55,2814,2548,2026-08-27T18:41:57.584741736Z,41819
hexojs/hexo,2012-09-23T15:17:08Z,2026-08-27T06:26:35Z,TypeScript,1001,118,4000,3955,2026-08-27T18:41:57.584741736Z,41776
sxyazi/yazi,2023-07-08T11:45:55Z,2026-08-27T18:09:59Z,Rust,1286,32,1966,1911,2026-08-27T18:41:57.584741736Z,41729
dylanaraps/pure-bash-bible,2018-06-13T01:39:33Z,2026-08-26T22:48:29Z,Shell,28,0,77,33,2026-08-27T18:41:57.584741736Z,41723
chubin/cheat.sh,2017-05-07T21:40:56Z,2026-08-27T17:31:12Z,Python,129,0,273,139,2026-08-27T18:41:57.584741736Z,41694
dcloudio/uni-app,2018-07-12T08:52:39Z,2026-08-27T08:07:31Z,JavaScript,585,0,5103,4410,2026-08-27T18:41:57.584741736Z,41605
chatboxai/chatbox,2023-03-06T12:22:15Z,2026-08-27T12:08:28Z,TypeScript,81,60,2699,1543,2026-08-27T18:41:57.584741736Z,41584
tabler/tabler,2018-02-01T09:08:59Z,2026-08-27T17:50:51Z,Astro,950,51,1220,1171,2026-08-27T18:41:57.584741736Z,41568
apache/dubbo,2012-06-19T07:56:02Z,2026-08-27T14:03:17Z,Java,6139,114,7428,6592,2026-08-27T18:41:57.584741736Z,41559
yarnpkg/yarn,2016-01-19T17:39:16Z,2026-08-27T11:22:05Z,JavaScript,1655,153,6624,4755,2026-08-27T18:41:57.584741736Z,41486
exelban/stats,2019-05-29T19:24:56Z,2026-08-27T17:35:44Z,Swift,456,350,2949,2927,2026-08-27T18:41:57.584741736Z,41465
hpcaitech/ColossalAI,2021-10-28T16:19:44Z,2026-08-27T16:17:55Z,Python,3708,50,1741,1297,2026-08-27T18:41:57.584741736Z,41442
vercel-labs/agent-browser,2026-01-11T05:38:15Z,2026-08-27T18:19:56Z,Rust,591,104,588,246,2026-08-27T18:41:57.584741736Z,41439
chatanywhere/GPT_API_free,2023-04-23T12:42:08Z,2026-08-27T16:20:35Z,,1,0,439,438,2026-08-27T18:41:57.584741736Z,41267
XTLS/Xray-core,2020-11-09T11:23:10Z,2026-08-27T17:26:43Z,Go,1439,119,3111,3080,2026-08-27T18:41:57.584741736Z,41248
gkd-kit/gkd,2023-07-04T03:59:15Z,2026-08-27T17:57:05Z,Kotlin,16,75,799,788,2026-08-27T18:41:57.584741736Z,41243
luongnv89/claude-howto,2025-11-07T22:59:34Z,2026-08-27T17:49:06Z,Python,70,10,45,30,2026-08-27T18:41:57.584741736Z,41217
nwjs/nw.js,2012-01-04T06:21:10Z,2026-08-27T10:53:01Z,JavaScript,576,0,7456,6567,2026-08-27T18:41:57.584741736Z,41162
styled-components/styled-components,2016-08-16T06:41:32Z,2026-08-27T15:46:09Z,TypeScript,1067,239,3009,2998,2026-08-27T18:41:57.584741736Z,41126
vuetifyjs/vuetify,2016-09-12T00:39:35Z,2026-08-27T11:17:24Z,TypeScript,4810,677,15448,15161,2026-08-27T18:41:57.584741736Z,41041
bailicangdu/vue2-elm,2016-12-23T01:49:20Z,2026-08-27T08:41:05Z,Vue,21,0,631,512,2026-08-27T18:41:57.584741736Z,41020
goabstract/Awesome-Design-Tools,2019-02-12T13:55:30Z,2026-08-27T17:01:28Z,JavaScript,283,0,55,26,2026-08-27T18:41:57.584741736Z,41010
ashishps1/awesome-system-design-resources,2023-10-25T01:50:42Z,2026-08-27T18:16:01Z,Java,3,0,35,27,2026-08-27T18:41:57.584741736Z,40986
zai-org/ChatGLM-6B,2023-03-13T12:00:18Z,2026-08-27T15:16:29Z,Python,47,0,1316,750,2026-08-27T18:41:57.584741736Z,40983
QSCTech/zju-icicles,2016-06-28T16:17:32Z,2026-08-27T17:37:24Z,HTML,232,0,78,69,2026-08-27T18:41:57.584741736Z,40923
DeusData/codebase-memory-mcp,2026-02-24T22:01:00Z,2026-08-27T18:25:00Z,C,529,46,859,456,2026-08-27T18:41:57.584741736Z,40878
GyulyVGC/sniffnet,2022-07-31T21:55:56Z,2026-08-27T17:51:27Z,Rust,552,18,369,314,2026-08-27T18:41:57.584741736Z,40876
Hmbown/CodeWhale,2026-01-19T18:21:01Z,2026-08-27T17:59:49Z,Rust,1796,135,2556,2451,2026-08-27T18:41:57.584741736Z,40864
facebookresearch/faiss,2017-02-07T16:07:05Z,2026-08-27T16:39:05Z,C++,137,28,2779,2568,2026-08-27T18:41:57.584741736Z,40812
vim/vim,2015-08-18T21:03:56Z,2026-08-27T15:32:13Z,Vim Script,440,0,9744,8179,2026-08-27T18:41:57.584741736Z,40811
ToolJet/ToolJet,2021-03-30T08:51:34Z,2026-08-27T16:55:59Z,JavaScript,9141,601,5285,4733,2026-08-27T18:41:57.584741736Z,40783
appsmithorg/appsmith,2020-06-30T04:07:36Z,2026-08-27T17:50:31Z,TypeScript,14339,308,23750,19324,2026-08-27T18:41:57.584741736Z,40761
remoteintech/remote-jobs,2015-10-13T03:49:25Z,2026-08-27T17:32:04Z,JavaScript,1454,0,204,200,2026-08-27T18:41:57.584741736Z,40760
duckdb/duckdb,2018-06-26T15:04:45Z,2026-08-27T18:23:30Z,C++,11764,63,7478,6929,2026-08-27T18:41:57.584741736Z,40727
PatrickJS/awesome-cursorrules,2024-09-16T15:38:38Z,2026-08-27T17:23:42Z,JavaScript,101,0,65,58,2026-08-27T18:41:57.584741736Z,40669
bradtraversy/50projects50days,2020-11-16T14:39:01Z,2026-08-27T12:49:09Z,CSS,44,0,0,0,2026-08-27T18:41:57.584741736Z,40639
chakra-ui/chakra-ui,2019-08-17T14:27:54Z,2026-08-27T15:07:32Z,TypeScript,3022,1000,4358,4356,2026-08-27T18:41:57.584741736Z,40599
LizardByte/Sunshine,2021-12-15T23:38:57Z,2026-08-27T18:08:41Z,C++,2144,46,1357,1266,2026-08-27T18:41:57.584741736Z,40597
langchain-ai/langgraph,2023-08-09T18:33:12Z,2026-08-27T17:52:15Z,Python,3914,560,1531,1052,2026-08-27T18:41:57.584741736Z,40563
trpc/trpc,2020-07-18T01:17:11Z,2026-08-27T15:06:10Z,TypeScript,3924,239,1365,1210,2026-08-27T18:41:57.584741736Z,40552
ManimCommunity/manim,2020-05-19T02:37:13Z,2026-08-27T17:29:43Z,Python,2142,34,1811,1417,2026-08-27T18:41:57.584741736Z,40487
pingcap/tidb,2015-09-06T04:01:52Z,2026-08-27T14:36:36Z,Go,36108,216,23947,18745,2026-08-27T18:41:57.584741736Z,40475
wg/wrk,2012-03-20T11:12:28Z,2026-08-27T15:47:15Z,C,0,0,0,0,2026-08-27T18:41:57.584741736Z,40396
CorentinTh/it-tools,2020-04-05T11:50:24Z,2026-08-27T17:21:31Z,Vue,493,10,713,225,2026-08-27T18:41:57.584741736Z,40379
nushell/nushell,2019-05-10T16:59:42Z,2026-08-27T13:53:01Z,Rust,9136,125,7295,5918,2026-08-27T18:41:57.584741736Z,40354
outline/outline,2016-05-22T21:31:47Z,2026-08-27T14:10:53Z,TypeScript,5301,166,4242,4202,2026-08-27T18:41:57.584741736Z,40353
php/php-src,2011-06-16T01:52:25Z,2026-08-27T17:11:21Z,C,5599,60,5381,4421,2026-08-27T18:41:57.584741736Z,40317
phaserjs/phaser,2013-04-12T12:27:51Z,2026-08-27T16:51:18Z,JavaScript,1746,178,4651,4543,2026-08-27T18:41:57.584741736Z,40215
microsoft/BitNet,2024-08-05T09:07:38Z,2026-08-27T17:30:38Z,C++,34,0,307,104,2026-08-27T18:41:57.584741736Z,40206
schollz/croc,2017-10-17T15:20:18Z,2026-08-27T17:44:32Z,Go,389,215,625,624,2026-08-27T18:41:57.584741736Z,40118
photoprism/photoprism,2018-01-27T12:00:15Z,2026-08-27T17:46:27Z,Go,961,83,2647,2208,2026-08-27T18:41:57.584741736Z,40113
gofiber/fiber,2020-01-16T03:59:20Z,2026-08-27T13:36:39Z,Go,2436,142,1739,1708,2026-08-27T18:41:57.584741736Z,40094
google-research/bert,2018-10-25T22:57:34Z,2026-08-27T12:13:24Z,Python,32,0,1145,355,2026-08-27T18:41:57.584741736Z,40045
evanw/esbuild,2016-06-14T16:08:50Z,2026-08-27T16:52:01Z,Go,263,315,3920,3375,2026-08-27T18:41:57.584741736Z,40019
llvm/llvm-project,2016-12-07T09:39:33Z,2026-08-27T18:24:58Z,LLVM,98387,160,98192,68961,2026-08-27T18:41:57.584741736Z,39977
